turtle-id,opinion-sd
388,0.5763054089378736
249,0.5415379663431485
410,0.584383013259534
146,0.5791158871823494
408,0.2843089103054044
464,0.5787551828754757
41,0.6885403904847166
344,0.593486584172456
37,0.7049074382064919
379,0.575538375635517
419,0.6334816814652875
235,0.6643519625356957
318,0.5561249232002589
366,0.5545165900981142
194,0.6418857581896497
49,0.6625326365803818
289,0.6072906545081895
136,0.5260632677489049
319,0.6036437416609638
19,0.8940692107008769
77,0.6382860321752385
329,0.6117884902556662
206,0.5538788506573206
108,0.572200042955921
420,0.5755129516179288
65,0.6349894989617189
362,0.6706696531531382
247,0.6445220887881935
32,0.6339436576707407
106,0.6644082399391539
73,0.6258178366112275
175,0.6063201322877418
98,0.6116081833716938
233,0.6756147834196804
492,0.6618333991399793
276,0.6065457602067778
53,0.5352275988675758
431,0.5355773676896709
378,0.579087133614618
296,0.6282484961874387
335,0.7021176526229039
239,0.5231019059531319
85,0.5706568273213831
455,0.5756907171294982
459,0.5779735554995661
466,0.5592845477371062
218,0.5915953519336791
425,0.5502739960549068
78,0.6147869128719582
261,0.5947590567694412
316,0.6597170145959876
437,0.5670736854876798
424,0.5408656543700991
152,0.5858151337789327
121,0.5581723314368435
281,0.5911025329782047
59,0.646837164627498
156,0.7651688323322207
202,0.5394564961370386
58,0.6762127511061147
191,0.605529947918321
339,0.44905670965647154
220,0.6029910040520182
8,0.6530364933475001
299,0.4968298764634336
168,0.6020054347061683
162,0.557444555032044
109,0.6491325606233626
442,0.5529822911262453
241,0.4753476100577823
272,0.6568337163668279
317,0.7813789403855723
31,0.6137071325506518
107,0.611881773293893
100,0.6289662950840458
298,0.594212757627558
327,0.6533299818075767
262,0.5993531886548696
469,0.40095733227841385
132,0.11869777435062094
3,0.40147831355526153
1,0
495,0.509091128614311
45,0.5811829686971924
67,0.5800091607536096
30,0.6318002487236459
178,0.60322727705478
494,0.5680455172986517
438,0.5540452991931933
351,0.5410831909804067
151,0.5970617256802211
355,0.5366751343057472
307,0.6096589389072116
111,0.477086558027972
122,0.668850569253933
347,0.5653371812421882
482,0.5236893989508075
485,0.5554725040187932
102,0.4544474986930732
190,0.5921360765030518
450,0.5606349851866684
399,0.5475146813439542
345,0.5867941640887988
46,0.7009421777730079
7,0.6530364933475001
231,0.6340816883462127
259,0.569977934726771
370,0.6160986340352378
75,0.6029819387472947
264,0.4672428466832802
82,0.6126735880815736
90,0.6203447649530403
179,0.6156095209750873
143,0.5986277144052509
6,0.6530364933474437
260,0.614769044625641
195,0.584683386737775
240,0.5742046038840799
448,0.6868107154788672
188,0.5572125455192047
238,0.5902100154436406
250,0.5483987502747963
79,0.6182154172283315
50,0.5094649958797788
52,0.6407696861879559
64,0.6885888034686205
274,0.592854633465437
57,0.5977867572751335
15,0.6873507183969094
225,0.6215308025156216
211,0.538793650585248
297,0.7612968701298571
269,0.664037797177235
306,0.83716315510101
324,0.5345667768184597
397,0.5972209431955661
301,0.5686019087971298
486,0.575680120520894
149,0.6218213543345236
284,0.6274935296379233
392,0.5842627891546088
449,0.5709970614416194
330,0.659455420157422
343,0.5529468681998045
373,0.5463424742401329
164,0.6620863344396651
118,0.6109188842189864
150,0.5737537837439012
364,0.4805967505808232
204,0.619247390885533
27,0.62717157537636
427,0.5457098635119484
60,0.6334591821915118
169,0.5510410996041876
172,0.6015977085424367
444,0.6395564578689606
377,0.5439647331927313
94,0.6264383203201597
112,0.6339102991301885
390,0.5055798885375565
309,0.5744684091032652
185,0.5670704239532965
429,0.41931523662824705
29,0.6374763657844845
252,0.6265238016338325
140,0.6857908836736001
177,0.6062393853440063
84,0.6158535718999167
232,0.6799124693932301
478,0.5678292117828222
155,0.6820522425770094
454,0.6148976960048359
93,0.6704446444457202
138,0.6634642773015538
302,0.5606879063432193
145,0.623295857586327
17,0.6939902282799885
81,0.615779916147432
499,0.5636311460793594
87,0.6739614741269916
167,0.6529524330956481
477,0.5883269570052815
224,0.5905988161692235
354,0.5641784057117382
314,0.5376105155323142
412,0.6152181593496707
471,0.5771865732843862
105,0.6082438790887994
69,0.5939819567505142
349,0.5042670627745307
447,0.6104184011229882
66,0.6354342454632341
0,0
360,0.5822662828940374
286,0.6095237908463049
96,0.6124679364854709
216,0.6261662453656384
467,0.7358550551507362
21,0.6500040741656984
154,0.5510680368814339
326,0.5510913913993504
417,0.4931156050922241
36,0.6579745573238126
458,0.7576315653740862
61,0.5964050669026045
422,0.6096185703021989
256,0.644904078914763
192,0.6111855294113464
358,0.6953010640625946
214,0.5510821029774873
439,0.5882097627698766
285,0.6125427818782907
428,0.6282800394410614
253,0.6622045834058666
340,0.6134605746268038
44,0.6366183205217343
34,0.674677571953898
480,0.571479591010282
20,0.6854554400353214
160,0.6077943076485982
426,0.6402836589712555
280,0.5362046633826791
303,0.6143344133682922
468,0.50044832258782
491,0.6117157308826457
48,0.6623469282436552
193,0.5991276196492059
153,0.5900394342736112
135,0.5799242120732486
242,0.5727410044381058
481,0.569664440384779
5,0.6182594040897946
493,0.5853254492047396
137,0.5971434417656052
484,0.49637732855194916
88,0.6155050916680649
265,0.6034373431422569
369,0.6929900600050276
374,0.559337204500661
290,0.5414943786239717
479,0.630753200380727
271,0.5905010195554546
423,0.5798832728139609
89,0.620314118534243
180,0.6045735598971876
203,0.5436166573160667
243,0.5782597335248963
473,0.5492147705822286
92,0.5494914088073539
144,0.589296263451294
414,0.6363841594003441
440,0.5825035580841779
40,0.5891245478229445
320,0.6636584823431881
95,0.6162157416783343
416,0.5719882685290859
