turtle-id,opinion-sd
356,0.35491163871985276
466,0.37238217672798113
492,0.44875030165377916
111,0.2627847984310331
275,0.42090422111347775
252,0.39636900571541944
333,0.4791750400573163
69,0.24396262058326462
360,0.4538082959284212
238,0.38728606932966375
479,0.4345995304970724
272,0.3732668693423109
400,0.5148053001556284
165,0.48907451227025833
499,0.43015139395940505
44,0.3704108705566919
83,0.42315638274433404
48,0.07692343301049767
106,0.37961398392316575
335,0.47044769498417016
198,0.39991248843892374
397,0.4108991225117247
129,0.3871433690345484
300,0.45007282710583296
430,0.4252941569495016
208,0.3677237911314498
445,0.4066258270914553
489,0.3722306964916703
276,0.33006233267603013
465,0.33038487329345
324,0.3774817442306133
367,0.40644923914208314
271,0.41364041283439335
309,0.3920492121774837
207,0.3335676959200202
261,0.4066001117339004
343,0.3185771302594976
458,0.4223032144973608
304,0.4650342152973471
299,0.4820691190174243
118,0.31988703838710225
463,0.3675133466496267
100,0.3281920118648863
139,0.35334539330226106
119,0.36783634266048126
398,0.36089890895899207
5,0.004103622533912898
28,0.4018748045226857
405,0.3815913126983788
280,0.46246851547766166
373,0.3936558443531694
237,0.4365170772078079
346,0.5029935291157004
385,0.3448373241351846
380,0.30370227028391467
7,0.021392613340507148
256,0.37625523311160874
302,0.4155862047699007
190,0.4548173741589366
484,0.27808510028042116
200,0.4337040671604701
159,0.4546773301951392
317,0.43661541790299074
338,0.3839518116731854
34,0.3896936797751126
249,0.38752045121612055
17,0.2450423105707539
289,0.3723775945553402
477,0.0662316141273318
337,0.4041933829393841
386,0.48423745898740034
409,0.3917471478902095
378,0.48835483042874805
131,0.5201410329796263
148,0.24904405608194205
282,0.40314414676909677
116,0.39478003810298007
473,0.38476692698597686
181,0.3989285175643473
336,0.4350204502241335
82,0.34756208498573415
344,0.409456215877502
366,0.5216016562332456
408,0.4170676797423491
279,0.3815446345998404
315,0.38566753039562107
58,0.3206772727495417
263,0.3540893792482458
421,0.45829399556246975
435,0.40242789721269856
122,0.39599073191973005
462,0.4856977893185717
29,0.3731021549552529
358,0.3329593645533957
213,0.38381773138473463
150,0.42206524138083473
454,0.3258735184022079
285,0.12065706711409925
273,0.39621695130126633
446,0.44522379329246886
87,0.4054837332326917
36,0.07712435288533198
52,0.3351102468632039
306,0.37094227020717746
46,0.3329946568571394
495,0.40854007742535525
253,0.40270355956603826
103,0.3821596927088195
310,0.3339358886874003
8,0.020314376357905718
232,0.3798569838253798
124,0.46067556555621275
352,0.3723572090397629
379,0.49310970355488226
173,0.5704496942440033
392,0.3644513968893241
370,0.4302365810707623
269,0.49561886817174927
342,0.011875279303658805
308,0.3822552748833314
163,0.38345999103649997
110,0.37738587540395147
136,0.4178488162968704
423,0.44370495042868935
368,0.379607485812388
305,0.36235424520043585
49,0.3430417419481758
240,0.4564043916722678
33,0.347552737399741
277,0.36907112002485876
456,0.4303356024989392
189,0.37247832586219004
332,0.4781012730759371
18,0.19031300984305421
191,0.3427840226358407
